Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name,balance_change
2023-12-06,2024-04-30 09:52:00,873701090.0,692.1776680163313,-39.77,,Topshop,-39.767941683153936
2023-12-05,2024-04-30 17:49:00,390747457.0,683.6692999999976,-49.3,,Tesco,-49.30309999999997
2023-12-01,2024-04-30 12:20:00,938992364.0,682.9401237313995,-15.01,,Five Senses Art,-15.014999999999986
2023-12-04,2024-04-30 09:01:00,365608668.0,675.5660719666741,-141.22,,Tesco,-141.21940000000006
2023-12-03,2024-04-30 11:13:00,699997811.0,671.6787000000032,-46.62,,Tesco,-46.62315000000001
2023-12-05,2024-04-30 13:14:00,133755851.0,660.689248138252,-13.97,,Brilliant Brushes,-13.970000000000027
2023-12-02,2024-04-30 09:44:00,284161641.0,658.1723110405757,-63.0,,Topshop,-63.0
2023-12-02,2024-04-30 12:32:00,215404070.0,656.8375891798496,-69.99,,Sports Direct,-69.99000000000001
2023-12-06,2024-04-30 18:19:00,514362267.0,646.9948191070605,-31.1,,JustEat,-31.100000000000023
2023-12-02,2024-04-30 13:49:00,615144184.0,645.3938991255188,-188.5,,Fitted Stitch,-188.5
2023-12-06,2024-04-30 08:28:00,936813994.0,640.293360832788,-43.03,,Tesco,-43.03215
2023-12-05,2024-04-30 11:17:00,706361191.0,639.0320484940779,-116.0,,Fat Face,-116.0
2023-12-04,2024-04-30 09:50:00,548907062.0,635.5769711746526,-45.41,,Tesco,-45.40620000000001
2023-12-03,2024-04-30 10:48:00,990461108.0,627.0678686206109,-57.99,,Sports Direct,-57.99000000000001
2023-12-05,2024-04-30 09:10:00,138969884.0,625.5848999999995,-84.91,,Tesco,-131.86720000000003
2023-12-05,2024-04-30 09:08:00,903663593.0,621.7051992000772,-5.47,,Selfridges,-5.474180843476688
2023-12-04,2024-04-30 18:41:00,699139822.0,612.6440757769471,-28.04,,Deliveroo,-28.039999999999964
2023-12-05,2024-04-30 20:06:00,564744955.0,612.260958588842,-51.02,,Tesco,-51.018800000000056
2023-12-05,2024-04-30 19:47:00,535804582.0,609.7300999999986,-41.02,,Tesco,-41.0172
2023-12-01,2024-04-30 09:25:00,358836279.0,605.4156928075856,-12.99,,Sports Direct,-12.990000000000009
2023-12-01,2024-04-30 00:00:00,691789577.0,600.5569499999997,2021.0,,A Cut Above,1711.99
2023-12-06,2024-04-30 17:58:00,366477356.0,590.2026499999998,-59.0,,Matalan,-59.0
2023-12-05,2024-04-30 09:55:00,194745206.0,586.9413720912431,-15.37,,Revella,-15.371999999999957
2023-12-04,2024-04-30 20:14:00,348525881.0,581.4866245949357,-34.47,,Tesco,-34.47000000000003
2023-12-06,2024-04-30 19:40:00,890830949.0,578.0885999999974,-91.63,,Tesco,-91.63035000000002
2023-12-06,2024-04-30 07:41:00,909676212.0,577.7969019002102,-27.35,,Tesco,-27.34891176709766
2023-12-05,2024-04-30 17:34:00,629078930.0,574.5647632670716,-146.99,,Fat Face,-146.986
2023-12-05,2024-04-30 16:58:00,909669130.0,569.9798847367667,-14.96,,Craftastic,-14.960000000000036
2023-12-04,2024-04-30 09:52:00,444371478.0,558.8055499999987,-52.43,,Tesco,-52.42859999999996
2023-12-04,2024-04-30 10:27:00,696333897.0,557.8703999999987,-22.0,,Sports Direct,-22.0
2023-12-05,2024-04-30 13:11:00,430910686.0,557.7156000000004,-172.93,,Tesco,-196.90660000000003
2023-12-06,2024-04-30 08:45:00,240643705.0,557.0217988343001,-17.18,,Amazon,-17.17828078626792
2023-12-06,2024-04-30 10:04:00,403902116.0,545.6560499999993,-248.52,,Tesco,-303.49715000000003
2023-12-01,2024-04-30 00:00:00,154246234.0,530.7048921021044,1706.0,,Westport Care Home,1416.98
2023-12-04,2024-04-30 01:09:00,973388795.0,530.1456761636216,-380.0,336171116.0,,-380.0
2023-12-04,2024-04-30 06:30:00,192202372.0,523.2860875172223,-1.22,,Coop Local,-1.2196474633771004
2023-12-05,2024-04-30 10:20:00,246753533.0,519.9972999999982,-7.5,,Starbucks,-7.5
2023-12-04,2024-04-30 09:31:00,402438092.0,513.9590999999989,-72.86,,Tesco,-72.85739999999998
2023-12-03,2024-04-30 12:32:00,105375973.0,509.3096528189405,-66.17,,Sports Direct,-66.17000000000002
2023-12-06,2024-04-30 09:29:00,553734946.0,505.2085999999981,-193.0,,Topshop,-193.0
2023-12-02,2024-04-30 09:38:00,500051919.0,499.51099665059,-28.95,,The Works,-28.94999999999999
2023-12-06,2024-04-30 10:14:00,310740977.0,497.4004359296808,-126.0,,Topshop,-126.00000000000006
2023-12-01,2024-04-30 10:17:00,556631012.0,486.006373085678,-31.99,,Sports Direct,-31.99000000000001
2023-12-06,2024-04-30 09:15:00,760753808.0,479.94549999999936,-29.99,,The Works,-29.99000000000001
2023-12-06,2024-04-30 17:34:00,224112146.0,478.05979999999965,-94.08,,Tesco,-94.08420000000001
2023-12-01,2024-04-30 09:24:00,807098817.0,473.792449999999,-71.97,,Sports Direct,-71.97000000000003
2023-12-05,2024-04-30 17:38:00,508518911.0,472.7447502790102,-28.0,,Sports Direct,-28.0
2023-12-01,2024-04-30 00:00:00,724537117.0,471.9457499999996,1819.0,,Westport Care Home,1953.97
2023-11-30,2024-04-30 11:31:00,496865819.0,466.1815681573176,-9.99,,Five Senses Art,-9.990000000000009
2023-12-04,2024-04-30 12:22:00,889916166.0,459.55340141322654,-31.98,,Five Senses Art,-31.980000000000018
2023-12-01,2024-04-30 08:26:00,890567652.0,445.2861996796006,-71.7,,Coop Local,-71.70029999999997
2023-12-06,2024-04-30 09:30:00,945054126.0,442.9781,-12.99,,Sports Direct,-12.990000000000009
2023-12-06,2024-04-30 17:42:00,871200314.0,441.17512424263833,-62.98,,Grand Union BJJ,-62.980000000000075
2023-12-05,2024-04-30 10:06:00,165691047.0,439.62829999999866,-44.37,,Tesco,-44.36880000000002
2023-12-03,2024-04-30 09:35:00,672994751.0,431.23629078600993,-4.99,,The Works,-39.96000000000009
2023-12-05,2024-04-30 09:23:00,336171116.0,423.4283999999996,-5.0,,Starbucks,-5.0
2023-11-30,2024-04-30 23:59:00,600585971.0,418.8891499999995,430.0,499410772.0,,430.0
2023-11-30,2024-04-30 23:59:00,143606916.0,414.8353540291896,740.0,183546640.0,,740.0
2023-12-04,2024-04-30 10:09:00,442079728.0,409.64511921931376,-168.0,,Revella,-168.0
2023-12-01,2024-04-30 00:00:00,455052690.0,398.5577399486276,-594.0,,Halifax,68.94
2023-12-01,2024-04-30 20:15:00,901037631.0,398.5113230964064,-830.0,183186021.0,,-830.0
2023-12-04,2024-04-30 11:41:00,412823730.0,397.86329585048986,-70.06,,Sports Direct,-70.06
2023-12-04,2024-04-30 09:24:00,406862520.0,388.9283765374103,-251.27,,Tesco,-251.27024999999998
2023-12-01,2024-04-30 09:22:00,147508204.0,387.0147177818865,-10.98,,The Works,-10.980000000000075
2023-12-04,2024-04-30 09:47:00,965038148.0,386.18816563232775,-53.21,,Five Senses Art,-53.20619999999997
2023-12-02,2024-04-30 10:06:00,121113546.0,366.9531560698696,-31.5,,Fat Face,-31.5
2023-12-06,2024-04-30 09:22:00,504055745.0,363.6907613417668,-49.26,,Tesco,-49.26319999999998
2023-12-06,2024-04-30 16:35:00,642924505.0,362.865120183526,-150.48,,Fat Face,-150.47999999999996
2023-11-30,2024-04-30 23:59:00,413557825.0,360.8251999999994,-100.0,,Grand Union BJJ,-100.0
2023-12-05,2024-04-30 04:24:00,930271460.0,356.9277475357762,-34.7,,Deliveroo,-34.69999999999999
2023-12-05,2024-04-30 18:21:00,627936697.0,354.59585000000004,-29.13,,Deliveroo,-64.11000000000001
2023-12-06,2024-04-30 18:17:00,587202562.0,352.8964994170684,-108.37,,Tesco,-108.36840000000001
2023-12-03,2024-04-30 02:04:00,703588001.0,351.40129999999965,-32.93,,Deliveroo,-32.93000000000001
2023-12-01,2024-04-30 10:28:00,641376155.0,348.62251210145115,-100.19,,Sports Direct,-100.19000000000005
2023-12-06,2024-04-30 09:56:00,245198540.0,330.1638988017795,-146.24,,Selfridges,-146.2425
2023-12-05,2024-04-30 05:04:00,490790931.0,325.96894999999853,-32.58,,JustEat,-32.579999999999984
2023-12-06,2024-04-30 15:42:00,517934629.0,323.18767870842635,-39.98,,Sports Direct,-39.980000000000075
2023-12-01,2024-04-30 00:00:00,744398361.0,317.70299999999963,-608.0,,Halifax,42.97000000000003
2023-12-05,2024-04-30 12:11:00,101531259.0,316.4720999999995,-64.5,,Matalan,-64.5
2023-12-01,2024-04-30 10:01:00,346874167.0,309.554249999999,-146.99,,Reebok,-146.99
2023-12-04,2024-04-30 18:16:00,234952520.0,303.54639999999875,-36.05,,JustEat,-36.05000000000007
2023-12-05,2024-04-30 18:50:00,690523499.0,290.40295,-2.5,,Hobby Lobby,-2.5
2023-12-06,2024-04-30 12:03:00,433837402.0,283.4041315358117,-33.89,,Deliveroo,-33.889999999999986
2023-12-01,2024-04-30 00:00:00,266777719.0,282.71093378023966,-806.0,,LBG,18.99000000000001
2023-11-30,2024-04-30 09:39:00,382862215.0,261.87899999999985,-5.99,,Sports Direct,-5.990000000000009
2023-12-06,2024-04-30 11:16:00,845648250.0,258.28094999999934,-94.52,,Sainsbury,-94.5231
2023-12-03,2024-04-30 12:39:00,197050303.0,254.33943256349497,-129.98,,Sports Direct,-129.98
2023-12-02,2024-04-30 13:31:00,124125096.0,254.1084443878018,-94.1,,Tesco,-2267.06415
2023-11-30,2024-04-30 23:59:00,401293808.0,244.15689999999915,650.0,357651163.0,,650.0
2023-12-05,2024-04-30 05:40:00,660874296.0,232.17744996084983,-30.42,,JustEat,-100.37000000000009
2023-12-02,2024-04-30 10:20:00,331048953.0,229.6013679784936,-86.62,,Tesco,-86.625
2023-12-01,2024-04-30 00:00:00,675398089.0,228.20070922534887,1243.8,,A Cut Above,1000.0
2023-12-04,2024-04-30 18:45:00,155867488.0,227.78669999999832,-40.97,,Hobby Lobby,-40.97
2023-11-30,2024-04-30 09:37:00,293609137.0,222.97049257449817,-29.99,,Sports Direct,-29.98999999999998
2023-12-06,2024-04-30 09:58:00,277562576.0,220.495894778178,-19.11,,AMAZON,-19.111775198079215
2023-12-04,2024-04-30 08:35:00,168414279.0,209.4747842749213,-25.7,,Tesco,-25.702499999999986
2023-12-02,2024-04-30 08:45:00,913801979.0,204.23932991449368,-120.82,,Tesco,-295.76720000000006
2023-11-30,2024-04-30 23:59:00,391559884.0,200.2871499999993,-18.99,,PureGym,-18.98999999999998
2023-12-06,2024-04-30 08:46:00,761272540.0,197.0752999999987,-97.08,,Tesco,-97.07669999999999
2023-12-04,2024-04-30 11:14:00,283027736.0,194.76924397017268,-100.12,,Fat Face,-100.125
2023-11-30,2024-04-30 09:25:00,857455726.0,185.06473587568416,-6.99,,The Works,-6.990000000000009
2023-12-05,2024-04-30 19:22:00,967989787.0,174.53808264072725,-59.39,,Tesco,-59.39115000000004
2023-11-30,2024-04-30 23:59:00,190874125.0,174.37301421356727,-15.99,,Netflix,-15.990000000000009
2023-12-04,2024-04-30 17:34:00,859264768.0,167.4854337819383,-36.05,,Tesco,-85.01965000000001
2023-12-04,2024-04-30 16:45:00,303843160.0,165.6398000000012,-114.97,,Five Senses Art,-114.97
2023-11-30,2024-04-30 23:59:00,697140785.0,164.67861673610318,-15.99,,Netflix,-15.990000000000009
2023-12-05,2024-04-30 10:42:00,596171893.0,156.48559482551065,-6.99,,Blackwell's,-6.989999999999981
2023-12-06,2024-04-30 11:55:00,737547541.0,153.91559956777434,-39.98,,Sports Direct,-39.98000000000002
2023-12-04,2024-04-30 09:20:00,422955974.0,150.97573499904988,-93.29,,Tesco,-93.28620000000001
2023-11-30,2024-04-30 23:59:00,300095518.0,145.22502834141767,440.0,957821152.0,,440.00000000000006
2023-12-05,2024-04-30 19:39:00,345514953.0,141.71719999999937,-33.64,,Tesco,-33.64499999999998
2023-12-05,2024-04-30 08:50:00,248625662.0,133.65308428485235,-99.07,,Tesco,-99.07500000000002
2023-12-02,2024-04-30 12:16:00,537487133.0,127.71834999999945,-43.17,,JustEat,-43.16999999999999
2023-11-30,2024-04-30 09:38:00,254018059.0,125.9495,-30.95,,The Works,-30.94999999999999
2023-12-06,2024-04-30 15:16:00,546296727.0,117.56772730261837,-5.99,,The Works,-5.989999999999995
2023-12-01,2024-04-30 00:00:00,990894155.0,109.10720867884152,-621.0,,Halifax,42.969999999999985
2023-12-06,2024-04-30 10:04:00,943829984.0,106.81070911345682,-139.47,,Revella,-139.46999999999997
2023-11-30,2024-04-30 23:59:00,280130290.0,86.13024999999949,-15.99,,Netflix,-15.989999999999995
2023-12-04,2024-04-30 11:30:00,449387287.0,83.3866938351014,-169.95,,Tesco,-169.953
2023-12-01,2024-04-30 10:08:00,678726554.0,82.92875234838971,-44.99,,Sports Direct,-44.99000000000001
2023-12-06,2024-04-30 17:21:00,350921975.0,81.18972107387428,-78.66,,Sainsbury,-235.63285000000002
2023-12-04,2024-04-30 11:11:00,722358036.0,78.00829062708277,-149.51,,Tesco,-149.50530000000003
2023-12-04,2024-04-30 08:36:00,657528784.0,75.9969000000007,-140.55,,Tesco,-140.553
2023-12-04,2024-04-30 08:41:00,424927189.0,75.0566327441052,-89.68,,Tesco,-89.67525
2023-12-02,2024-04-30 13:22:00,348460748.0,70.80389999999898,-107.23,,Tesco,-107.23124999999999
2023-12-04,2024-04-30 19:14:00,797184978.0,68.19008657301941,-9.0,,Sainsbury Local,-9.0
2023-12-02,2024-04-30 13:34:00,823208989.0,65.8517038695318,-33.0,,JustEat,-33.0
2023-12-01,2024-04-30 00:00:00,567499591.0,62.61009999999965,1542.5,,Craftastic,1720.0
2023-12-06,2024-04-30 09:47:00,867679563.0,61.848353701715865,-28.57,,Tesco,-28.568399999999997
2023-12-01,2024-04-30 00:00:00,257633312.0,59.59369999999899,-586.0,,LBG,83.94
2023-12-01,2024-04-30 00:00:00,957821152.0,59.34954642845037,1825.0,,Fat Face,1539.96
2023-12-03,2024-04-30 15:32:00,914806976.0,58.79325018548643,-70.98,,Sports Direct,-70.98
2023-12-01,2024-04-30 09:51:00,737537711.0,49.28553360153568,-22.07,,Sports Direct,-22.07
2023-11-30,2024-04-30 23:59:00,600185455.0,47.38000224748148,-15.99,,Netflix,-15.990000000000002
2023-12-04,2024-04-30 17:02:00,860360312.0,34.240208882680264,-99.5,,Fat Face,-99.5
2023-11-30,2024-04-30 10:38:00,669503912.0,25.35055034881724,-75.99,,Sports Direct,-75.99000000000001
2023-11-30,2024-04-30 23:59:00,655730067.0,20.53814999999953,-18.99,,PureGym,-18.99
2023-12-05,2024-04-30 08:39:00,766812921.0,20.346949999998916,-114.77,,Tesco,-114.77235000000002
2023-11-30,2024-04-30 23:59:00,535273662.0,15.887399999999491,-18.99,,PureGym,-18.99
2023-12-06,2024-04-30 10:39:00,552980092.0,11.033719119337524,-9.95,,A Yarn Story,-9.949999999999994
2023-12-04,2024-04-30 09:22:00,525524239.0,5.662350211193552,-22.0,,Sports Direct,-22.0
2023-12-01,2024-04-30 18:16:00,719742742.0,3.0899922220368765,-35.93,,Deliveroo,-35.93000000000001
2023-12-04,2024-04-30 09:13:00,380911501.0,2.19339999999913,-76.29,,Tesco,-76.28880000000001
2023-12-06,2024-04-30 09:06:00,624563756.0,1.974128783556484,-5.35,,Starbucks,-5.35
2023-12-05,2024-04-30 13:43:00,773633520.0,1.5975609385114211,-75.55,,Tesco,-75.55065
2023-12-04,2024-04-30 16:32:00,856461967.0,1.4173535294926296,-67.77,,Tesco,-67.76700000000001
2023-12-05,2024-04-30 12:46:00,338022396.0,0.3063393757390855,-43.03,,Tesco,-43.03215
2023-12-06,2024-04-30 18:56:00,574548998.0,-0.0417000000010716,-128.98,,Tesco,-128.97675
2023-12-04,2024-04-30 17:54:00,709151315.0,-0.59078162584008,-34.95,,Blackwell's,-34.95
2023-12-06,2024-04-30 09:49:00,977899503.0,-5.761106419147346,-67.52,,Tesco,-67.52199999999999
2023-12-02,2024-04-30 12:16:00,621181115.0,-6.420249570771077,-118.3,,Revella,-118.3
2023-12-06,2024-04-30 16:56:00,695607232.0,-13.753505389440004,-28.0,,Sports Direct,-28.0
2023-12-03,2024-04-30 13:26:00,291580432.0,-19.22579999999985,-80.7,,Tesco,-80.69775000000001
2023-12-05,2024-04-30 09:24:00,492850697.0,-21.774953334136413,-72.07,,Grand Union BJJ,-72.07
2023-12-03,2024-04-30 11:48:00,216286013.0,-25.12632345486658,-59.33,,Tesco,-59.3313
2023-12-06,2024-04-30 09:34:00,879091637.0,-29.21847626202291,-58.03,,Sports Direct,-58.03
2023-12-05,2024-04-30 08:31:00,290751280.0,-31.17495332517447,-76.93,,Tesco,-76.9272
2023-12-06,2024-04-30 20:22:00,214339619.0,-31.96463583011267,-98.23,,Tesco,-132.2038
2023-12-05,2024-04-30 12:26:00,460463595.0,-34.55994541857893,-40.57,,Topshop,-40.571999999999996
2023-12-04,2024-04-30 19:46:00,855129444.0,-36.58769543737221,-27.9,,Deliveroo,-27.9
2023-12-05,2024-04-30 06:08:00,142791593.0,-41.08530000000036,-26.19,,Deliveroo,-26.189999999999994
2023-12-04,2024-04-30 17:28:00,891716230.0,-43.94967018989858,-94.98,,Sports Direct,-94.98
2023-12-04,2024-04-30 09:03:00,490868147.0,-54.43622087869847,-75.12,,Tesco,-75.117
2023-12-01,2024-04-30 00:00:00,354894456.0,-61.32000000000039,-753.0,,Halifax,69.95999999999998
2023-12-05,2024-04-30 12:36:00,564214408.0,-65.61451527427398,-45.01,,Tesco,-90.9672
2023-12-05,2024-04-30 19:28:00,961077907.0,-65.86520000000007,-148.93,,Tesco,-148.92675000000003
2023-12-05,2024-04-30 16:12:00,448279144.0,-70.04735000000107,-292.77,,Tesco,-292.76625
2023-12-05,2024-04-30 20:43:00,605711527.0,-75.14748616741632,-80.56,,Tesco,-80.55599999999998
2023-12-05,2024-04-30 16:58:00,796709231.0,-103.5902221037026,-53.98,,JD Sports,-53.98000000000002
2023-12-04,2024-04-30 19:15:00,837876918.0,-108.19279146542011,-51.36,,Tesco,-51.35999999999999
2023-12-05,2024-04-30 17:45:00,656317661.0,-113.14465845859732,-21.97,,Blackwell's,-21.969999999999985
2023-12-05,2024-04-30 08:50:00,666952234.0,-113.42770187551324,-99.41,,Tesco,-99.41085
2023-12-01,2024-04-30 00:00:00,979135922.0,-124.10969940954874,-551.0,,Halifax,23.980000000000018
2023-12-04,2024-04-30 13:19:00,218795010.0,-127.1737500000006,-118.82,,Tesco,-118.82219999999998
2023-12-03,2024-04-30 20:33:00,212560376.0,-134.41287422089783,-15.4,,JustEat,-15.399999999999991
2023-12-05,2024-04-30 12:41:00,136770968.0,-135.34080000000046,-31.49,,Five Senses Art,-31.489999999999995
2023-12-06,2024-04-30 19:00:00,954263768.0,-144.96270000000035,-50.38,,Tesco,-50.38040000000001
2023-12-01,2024-04-30 00:00:00,691012931.0,-149.5322500000011,1584.0,,Westport Care Home,1488.98
2023-11-30,2024-04-30 23:59:00,998405607.0,-159.1814999999981,-15.99,,Netflix,-15.990000000000009
2023-12-03,2024-04-30 10:50:00,248658670.0,-162.80834999999996,-52.61,,Tesco,-52.6125
2023-12-03,2024-04-30 10:34:00,477216513.0,-164.51294999999948,-67.53,,Tesco,-86.52075000000002
2023-11-30,2024-04-30 23:59:00,690941877.0,-166.98503848250812,-15.99,,Netflix,-15.990000000000009
2023-12-04,2024-04-30 10:02:00,469561218.0,-181.1399000000009,-177.34,,Tesco,-177.33555
2023-12-06,2024-04-30 14:40:00,333054026.0,-182.70910597680975,-160.94,,Sports Direct,-160.93999999999997
2023-12-05,2024-04-30 10:44:00,895750759.0,-192.7825880756659,-33.95,,Blackwell's,-33.95000000000002
2023-12-02,2024-04-30 19:21:00,902798190.0,-194.1886344310265,-73.19,,Tesco,-73.18499999999999
2023-12-01,2024-04-30 00:00:00,544961962.0,-206.2256769943906,-553.0,,LBG,51.97000000000003
2023-12-06,2024-04-30 20:13:00,771125520.0,-214.51820000000092,-59.35,,Tesco,-59.35124999999999
2023-12-04,2024-04-30 08:55:00,834581602.0,-214.56520000000089,-58.81,,Tesco,-58.81260000000003
2023-12-06,2024-04-30 18:02:00,993663752.0,-218.97785758960367,-16.44,,JustEat,-16.439999999999998
2023-12-05,2024-04-30 10:44:00,684988568.0,-237.4432734272016,-119.38,,Tesco,-119.38080000000006
2023-12-06,2024-04-30 20:55:00,786141370.0,-244.8375000000009,-62.35,,Sainsbury Local,-62.35040000000001
2023-12-06,2024-04-30 15:39:00,321372947.0,-246.45285078909947,-13.41,,Tesco,-13.40639999999999
2023-11-30,2024-04-30 14:28:00,223207876.0,-247.7003999999995,-55.45,,Tesco,-55.44749999999999
2023-12-04,2024-04-30 17:57:00,610645022.0,-254.2592626449184,-80.86,,Tesco,-80.86400000000003
2023-12-01,2024-04-30 00:00:00,898104045.0,-271.2980500000024,1620.1,,Starbucks,1296.96
2023-12-01,2024-04-30 00:00:00,519649533.0,-280.27818362933795,-899.0,,LBG,49.97000000000003
2023-12-05,2024-04-30 08:55:00,933745726.0,-286.0589435706768,-77.53,,Tesco,-77.53499999999997
2023-12-04,2024-04-30 13:26:00,364396689.0,-286.11825,-78.64,,Tesco,-78.64499999999998
2023-12-06,2024-04-30 12:08:00,895331556.0,-298.9316000000009,-60.0,,Matalan,-60.0
2023-12-06,2024-04-30 18:51:00,724997545.0,-301.56095800221834,-38.84,,Tesco,-38.84264999999999
2023-12-02,2024-04-30 16:49:00,550644516.0,-306.5211000000015,-101.84,,Sainsbury,-150.80475
2023-12-05,2024-04-30 09:05:00,610450243.0,-309.6545999999998,-32.33,,Tesco,-32.32499999999999
2023-12-06,2024-04-30 20:15:00,872286364.0,-310.96949581309985,-44.85,,Tesco,-102.79760000000005
2023-12-05,2024-04-30 15:59:00,282046994.0,-315.1446499999996,-121.25,,Tesco,-121.25400000000002
2023-12-04,2024-04-30 12:41:00,979122276.0,-319.5600377056714,-65.25,,Tesco,-65.24700000000004
2023-12-04,2024-04-30 17:44:00,183186021.0,-321.2200499999989,-44.27,,Tesco,-44.264999999999986
2023-12-03,2024-04-30 11:36:00,654329190.0,-333.8449490514807,-44.03,,Tesco,-60.01965000000001
2023-12-06,2024-04-30 18:57:00,920031185.0,-339.80637051629225,-111.64,,Tesco,-111.64020000000002
2023-12-04,2024-04-30 12:22:00,920830317.0,-351.2029793625187,-260.47,,Tesco,-309.42719999999997
2023-12-03,2024-04-30 09:49:00,258201793.0,-351.4348000000002,-78.75,,Selfridges,-78.75
2023-12-01,2024-04-30 18:58:00,421475159.0,-356.1377373255875,-119.76,,Tesco,-119.76300000000003
2023-12-01,2024-04-30 00:00:00,385685918.0,-358.9600591584474,-478.0,,Halifax,89.93000000000006
2023-12-05,2024-04-30 09:02:00,344843570.0,-360.59181750933385,-45.87,,Tesco,-45.870000000000005
2023-12-01,2024-04-30 00:00:00,779620857.0,-365.863196385176,-614.0,,LBG,42.97000000000003
2023-12-01,2024-04-30 00:00:00,555393405.0,-370.8774000000003,-674.0,,LBG,163.95000000000005
2023-11-30,2024-04-30 23:59:00,548638376.0,-387.9748132445335,-7.99,,Disney,-7.990000000000009
2023-12-03,2024-04-30 13:35:00,419084831.0,-393.6101255261033,-95.8,,Tesco,-1482.7699
2023-12-04,2024-04-30 18:22:00,887156614.0,-400.8197710407738,-59.39,,Tesco,-59.39114999999998
2023-11-30,2024-04-30 23:59:00,952921898.0,-405.8745777080188,-15.99,,Netflix,-15.990000000000009
2023-12-06,2024-04-30 03:39:00,892354433.0,-408.1299606343386,-15.03,,JustEat,-15.03000000000003
2023-12-06,2024-04-30 13:47:00,261793952.0,-412.4407397961851,-61.01,,Tesco,-61.004999999999995
2023-12-02,2024-04-30 09:46:00,130522384.0,-413.0638156208604,-119.98,,Sports Direct,-119.98000000000002
2023-11-30,2024-04-30 23:59:00,197779140.0,-414.5677000000004,-100.0,,Grand Union BJJ,-100.0
2023-11-30,2024-04-30 23:59:00,656389634.0,-421.4218404219855,-5.99,,Mojang Studios,-5.990000000000009
2023-12-06,2024-04-30 18:52:00,583558311.0,-428.48121524866775,-47.17,,Tesco,-47.166
2023-12-03,2024-04-30 12:00:00,242218612.0,-444.3011999999994,-141.98,,Sports Direct,-141.97999999999996
2023-12-04,2024-04-30 09:30:00,162162212.0,-447.358956672691,-99.99,,Sports Direct,-99.99000000000001
2023-12-03,2024-04-30 12:06:00,856147482.0,-450.4567985986247,-33.14,,JustEat,-33.139999999999986
2023-12-06,2024-04-30 14:37:00,572136270.0,-450.64858841197656,-112.56,,Tesco,-112.55790000000002
2023-12-02,2024-04-30 09:49:00,499244466.0,-453.1447812834225,-65.97,,Tesco,-134.92465000000004
2023-12-06,2024-04-30 18:13:00,248142083.0,-456.8265652974833,-30.39,,Deliveroo,-30.389999999999986
2023-12-02,2024-04-30 09:50:00,812012103.0,-459.5843000000005,-131.98,,Sports Direct,-131.98000000000008
2023-11-30,2024-04-30 23:59:00,311467864.0,-462.880500000001,410.0,426466211.0,,410.0
2023-12-03,2024-04-30 13:17:00,743630833.0,-472.3613867152988,-118.6,,Tesco,-166.5727500000001
2023-12-05,2024-04-30 19:23:00,631111289.0,-476.34900000000096,-37.86,,Tesco,-37.860000000000014
2023-12-06,2024-04-30 09:27:00,896821055.0,-481.2894407329176,-38.95,,Blackwell's,-73.93
2023-12-02,2024-04-30 09:58:00,165098840.0,-485.5956263623731,-131.98,,Sports Direct,-131.97999999999996
2023-12-06,2024-04-30 16:16:00,280200287.0,-490.07045338694894,-116.62,,Fat Face,-116.61750000000006
2023-12-04,2024-04-30 09:53:00,347110339.0,-504.4067925031481,-193.0,,Topshop,-193.0
2023-12-04,2024-04-30 09:50:00,722971557.0,-509.9042791569245,-73.63,,Tesco,-128.57599999999996
2023-12-03,2024-04-30 03:55:00,843537309.0,-514.795767791632,-14.94,,JustEat,-49.92000000000007
2023-12-01,2024-04-30 09:42:00,923322792.0,-523.6943317536377,-49.97,,Reebok,-49.97000000000003
2023-11-30,2024-04-30 23:59:00,165045150.0,-541.7614385971443,-7.99,,Amazon,-7.990000000000009
2023-12-05,2024-04-30 03:37:00,135937041.0,-547.390348268412,-26.48,,JustEat,-57.460000000000036
2023-12-02,2024-04-30 13:48:00,158766229.0,-556.26388589347,-81.3,,Tesco,-81.29624999999999
2023-11-30,2024-04-30 23:59:00,715068825.0,-557.5155000000002,-15.99,,Netflix,-15.990000000000009
2023-11-30,2024-04-30 23:59:00,214765415.0,-557.5706488501354,-7.99,,Disney,-7.990000000000009
2023-11-30,2024-04-30 12:40:00,969804197.0,-561.8487500000008,-24.21,,Tesco,-24.210000000000036
2023-12-01,2024-04-30 00:00:00,799286313.0,-563.0316128758616,-776.0,,LBG,126.98000000000002
2023-12-01,2024-04-30 00:00:00,925659248.0,-564.3420892295711,-1270.0,,LBG,42.97000000000003
2023-11-30,2024-04-30 23:59:00,750898750.0,-567.2094653199005,-7.99,,Disney,-7.990000000000009
2023-12-06,2024-04-30 18:43:00,478651121.0,-574.6792704015304,-64.58,,Tesco,-64.57815
2023-12-01,2024-04-30 00:00:00,138351025.0,-587.8763500000005,-570.0,,Halifax,68.95000000000005
2023-12-03,2024-04-30 11:24:00,799453072.0,-589.9590500000013,-86.34,,Tesco,-86.34360000000004
2023-11-30,2024-04-30 23:59:00,548549094.0,-591.0536299265087,-5.99,,Mojang Studios,-5.990000000000009
2023-12-06,2024-04-30 12:47:00,762896656.0,-597.5775018481414,-29.05,,Tesco,-29.05499999999995
2023-12-04,2024-04-30 18:48:00,175452235.0,-606.3257499999996,-32.2,,Tesco,-32.20500000000004
2023-12-06,2024-04-30 08:52:00,768271776.0,-606.7990967665797,-120.96,,Tesco,-120.95684999999997
